Sales Channel,OrderDate,_SalesTeamID,_CustomerID,_StoreID,_ProductID,Discount Applied,Revenue,recency,frequency,monetary,R,F,M,rfm_group,rfm_total,segment
Wholesale,2019-11-20,27,38,289,14,0.05,3407.35,8,150,350687.63,2,1,1,211,4,Need Attention
Wholesale,2019-11-20,25,34,84,14,0.1,2232.44,15,176,496418.7,1,5,5,155,11,Cant Lose Group
Wholesale,2019-11-20,26,49,277,15,0.15,2532.6,7,152,354161.33,2,2,1,221,5,Need Attention
In-Store,2019-11-20,8,34,302,30,0.1,4322.3,15,176,496418.7,1,5,5,155,11,Cant Lose Group
In-Store,2019-11-20,2,38,39,5,0.1,8868.32,8,150,350687.63,2,1,1,211,4,Need Attention
Online,2019-11-20,16,2,177,19,0.1,683.8,9,135,327409.14,2,1,1,211,4,Need Attention
In-Store,2019-11-20,5,6,227,28,0.2,-556.37,4,143,392141.08,4,1,2,412,7,Potential Loyalists
Wholesale,2019-11-20,27,44,218,9,0.15,1553.33,3,156,348209.08,5,2,1,521,8,Checker
In-Store,2019-11-21,6,24,348,33,0.1,5165.7,23,151,352505.54,1,2,1,121,4,Need Attention
Wholesale,2019-11-21,28,11,274,12,0.2,271.35,6,178,487614.24,3,5,5,355,13,Champions
Online,2019-11-21,20,39,261,24,0.05,505.85,4,176,471608.09,4,5,4,454,13,Potential Loyalists
In-Store,2019-11-21,8,23,337,19,0.15,1557.75,12,164,449782.3,1,4,4,144,9,Cant Lose Group
Online,2019-11-22,13,18,150,21,0.2,214.67,6,186,451637.75,3,5,4,354,12,Potential Loyalists
Distributor,2019-11-22,21,49,108,46,0.05,535.06,7,152,354161.33,2,2,1,221,5,Need Attention
In-Store,2019-11-22,5,29,189,31,0.4,-5171.33,2,179,531770.74,5,5,5,555,15,Champions
Wholesale,2019-11-22,25,2,152,14,0.075,5156.59,9,135,327409.14,2,1,1,211,4,Need Attention
In-Store,2019-11-22,2,44,168,46,0.15,1893.42,3,156,348209.08,5,2,1,521,8,Checker
Wholesale,2019-11-22,26,46,289,4,0.4,174.74,4,157,378414.74,4,3,2,432,9,At Risk Customer
In-Store,2019-11-22,1,26,132,27,0.05,813.25,11,153,375766.72,1,2,2,122,5,Need Attention
Online,2019-11-22,12,12,55,6,0.2,-137.48,3,210,616719.31,5,5,5,555,15,Champions
In-Store,2019-11-22,2,23,257,1,0.1,1082.05,12,164,449782.3,1,4,4,144,9,Cant Lose Group
In-Store,2019-11-23,2,43,358,28,0.1,2351.16,5,151,372471.34,3,2,2,322,7,At Risk Customer
In-Store,2019-11-23,3,45,116,12,0.15,849.22,5,156,407145.0,3,2,3,323,8,At Risk Customer
In-Store,2019-11-23,1,34,358,32,0.15,0.0,15,176,496418.7,1,5,5,155,11,Cant Lose Group
In-Store,2019-11-23,7,29,143,35,0.075,9408.14,2,179,531770.74,5,5,5,555,15,Champions
Wholesale,2019-11-23,26,22,236,20,0.2,536.47,4,140,401721.77,4,1,2,412,7,Potential Loyalists
Online,2019-11-23,19,33,122,1,0.15,829.73,4,156,495444.29,4,2,5,425,11,Champions
Wholesale,2019-11-23,26,8,38,41,0.1,1417.45,5,142,338000.04,3,1,1,311,5,Checker
Wholesale,2019-11-23,26,8,261,4,0.4,1267.24,5,142,338000.04,3,1,1,311,5,Checker
In-Store,2019-11-23,4,46,302,1,0.1,12621.73,4,157,378414.74,4,3,2,432,9,At Risk Customer
Online,2019-11-24,14,42,233,26,0.075,3569.76,2,161,427159.63,5,3,3,533,11,Potential Loyalists
In-Store,2019-11-24,9,5,343,17,0.3,199.39,30,159,445632.75,1,3,4,134,8,Need Attention
Online,2019-11-24,16,12,99,25,0.05,3735.92,3,210,616719.31,5,5,5,555,15,Champions
In-Store,2019-11-24,7,13,89,14,0.15,1435.14,4,171,441003.32,4,4,3,443,11,At Risk Customer
Online,2019-11-24,15,18,128,15,0.05,1558.76,6,186,451637.75,3,5,4,354,12,Potential Loyalists
Online,2019-11-24,14,13,50,32,0.1,1627.3,4,171,441003.32,4,4,3,443,11,At Risk Customer
In-Store,2019-11-24,5,42,323,47,0.075,274.13,2,161,427159.63,5,3,3,533,11,Potential Loyalists
Distributor,2019-11-24,25,21,9,31,0.05,1528.67,3,164,479383.05,5,4,5,545,14,Champions
In-Store,2019-11-24,8,3,151,47,0.075,308.94,10,181,466220.17,2,5,4,254,11,Cant Lose Group
In-Store,2019-11-24,12,34,355,24,0.05,1742.67,15,176,496418.7,1,5,5,155,11,Cant Lose Group
In-Store,2019-11-24,8,7,209,8,0.075,8368.13,3,153,414155.93,5,2,3,523,10,Potential Loyalists
Online,2019-11-24,14,2,238,25,0.075,4116.88,9,135,327409.14,2,1,1,211,4,Need Attention
In-Store,2019-11-24,5,48,257,22,0.075,7927.44,10,172,424970.73,2,5,3,253,10,Cant Lose Group
In-Store,2019-11-25,1,47,317,3,0.05,1646.19,8,168,442845.83999999997,2,4,4,244,10,Cant Lose Group
Distributor,2019-11-25,23,39,311,38,0.1,10239.74,4,176,471608.09,4,5,4,454,13,Potential Loyalists
Distributor,2019-11-25,24,8,56,43,0.075,1883.97,5,142,338000.04,3,1,1,311,5,Checker
In-Store,2019-11-25,8,37,155,36,0.05,18919.73,11,152,425241.12,1,2,3,123,6,Need Attention
Online,2019-11-25,12,25,96,2,0.05,703.1,5,162,461601.95,3,4,4,344,11,Potential Loyalists
Online,2019-11-25,19,31,82,23,0.4,1006.0,4,152,398616.83,4,2,2,422,8,At Risk Customer
In-Store,2019-11-25,7,16,211,14,0.05,6860.8,3,135,402938.75,5,1,2,512,8,Potential Loyalists
In-Store,2019-11-26,8,27,278,23,0.2,85.49,3,144,336959.79,5,1,1,511,7,Checker
Wholesale,2019-11-26,25,26,248,22,0.075,5160.98,11,153,375766.72,1,2,2,122,5,Need Attention
In-Store,2019-11-26,3,26,353,30,0.1,1282.11,11,153,375766.72,1,2,2,122,5,Need Attention
Distributor,2019-11-26,21,46,248,38,0.1,13663.98,4,157,378414.74,4,3,2,432,9,At Risk Customer
Online,2019-11-26,19,49,278,16,0.05,2889.04,7,152,354161.33,2,2,1,221,5,Need Attention
In-Store,2019-11-26,8,37,9,3,0.05,217.08,11,152,425241.12,1,2,3,123,6,Need Attention
Online,2019-11-26,17,29,41,30,0.15,4270.31,2,179,531770.74,5,5,5,555,15,Champions
Online,2019-11-26,18,40,320,28,0.075,3662.89,9,150,406016.91,2,1,2,212,5,Need Attention
In-Store,2019-11-26,6,19,174,44,0.2,10231.7,3,165,443231.83,5,4,4,544,13,Potential Loyalists
Online,2019-11-27,18,36,81,36,0.2,607.02,4,156,441225.98,4,2,3,423,9,At Risk Customer
In-Store,2019-11-27,1,23,281,16,0.05,3846.34,12,164,449782.3,1,4,4,144,9,Cant Lose Group
In-Store,2019-11-27,4,2,166,20,0.075,1030.02,9,135,327409.14,2,1,1,211,4,Need Attention
Online,2019-11-27,16,16,128,44,0.075,1825.75,3,135,402938.75,5,1,2,512,8,Potential Loyalists
In-Store,2019-11-27,4,12,359,20,0.2,405.22,3,210,616719.31,5,5,5,555,15,Champions
Distributor,2019-11-27,25,3,211,33,0.4,337.68,10,181,466220.17,2,5,4,254,11,Cant Lose Group
Online,2019-11-27,17,1,10,33,0.075,1639.66,9,152,335933.63,2,2,1,221,5,Need Attention
In-Store,2019-11-27,11,20,320,16,0.15,128.64,9,167,439147.97,2,4,3,243,9,Cant Lose Group
In-Store,2019-11-27,8,5,335,39,0.075,2823.38,30,159,445632.75,1,3,4,134,8,Need Attention
Wholesale,2019-11-27,25,17,188,38,0.075,1468.91,6,175,534027.38,3,5,5,355,13,Champions
Online,2019-11-27,17,41,85,21,0.075,697.64,2,161,403693.28,5,3,2,532,10,Potential Loyalists
Online,2019-11-27,12,13,165,3,0.075,5025.4,4,171,441003.32,4,4,3,443,11,At Risk Customer
In-Store,2019-11-28,3,49,314,4,0.075,1747.09,7,152,354161.33,2,2,1,221,5,Need Attention
Distributor,2019-11-28,24,29,330,4,0.2,986.57,2,179,531770.74,5,5,5,555,15,Champions
Online,2019-11-28,17,36,248,37,0.1,8239.39,4,156,441225.98,4,2,3,423,9,At Risk Customer
Wholesale,2019-11-28,28,41,206,36,0.1,1537.78,2,161,403693.28,5,3,2,532,10,Potential Loyalists
Wholesale,2019-11-28,28,33,161,46,0.05,3631.94,4,156,495444.29,4,2,5,425,11,Champions
Distributor,2019-11-28,21,35,241,31,0.05,1584.15,10,145,345844.59,2,1,1,211,4,Need Attention
Online,2019-11-28,17,6,56,28,0.075,1554.73,4,143,392141.08,4,1,2,412,7,Potential Loyalists
Online,2019-11-29,18,40,52,45,0.15,570.44,9,150,406016.91,2,1,2,212,5,Need Attention
Online,2019-11-29,15,28,335,38,0.075,238.19,8,145,348495.46,2,1,1,211,4,Need Attention
Distributor,2019-11-29,25,42,304,8,0.15,242.88,2,161,427159.63,5,3,3,533,11,Potential Loyalists
In-Store,2019-11-29,3,24,33,16,0.3,306.59,23,151,352505.54,1,2,1,121,4,Need Attention
In-Store,2019-11-29,6,25,83,14,0.4,4427.36,5,162,461601.95,3,4,4,344,11,Potential Loyalists
Online,2019-11-29,15,14,89,21,0.2,285.09,5,157,381450.02,3,3,2,332,8,At Risk Customer
Distributor,2019-11-29,23,20,128,29,0.05,4497.04,9,167,439147.97,2,4,3,243,9,Cant Lose Group
Online,2019-11-29,18,40,90,10,0.075,1670.01,9,150,406016.91,2,1,2,212,5,Need Attention
Wholesale,2019-11-29,27,41,307,8,0.05,2166.51,2,161,403693.28,5,3,2,532,10,Potential Loyalists
Online,2019-11-29,18,37,153,23,0.05,381.9,11,152,425241.12,1,2,3,123,6,Need Attention
Distributor,2019-11-29,24,2,21,31,0.05,1528.0,9,135,327409.14,2,1,1,211,4,Need Attention
Wholesale,2019-11-29,27,5,249,29,0.075,9157.69,30,159,445632.75,1,3,4,134,8,Need Attention
Wholesale,2019-11-30,28,25,47,25,0.075,5442.07,5,162,461601.95,3,4,4,344,11,Potential Loyalists
Online,2019-11-30,20,11,14,44,0.075,862.89,6,178,487614.24,3,5,5,355,13,Champions
In-Store,2019-11-30,8,8,351,2,0.1,5843.07,5,142,338000.04,3,1,1,311,5,Checker
In-Store,2019-11-30,1,13,341,33,0.2,345.18,4,171,441003.32,4,4,3,443,11,At Risk Customer
In-Store,2019-11-30,2,35,283,46,0.075,2089.63,10,145,345844.59,2,1,1,211,4,Need Attention
Wholesale,2019-11-30,26,47,55,37,0.05,1118.56,8,168,442845.83999999997,2,4,4,244,10,Cant Lose Group
Online,2019-11-30,18,25,271,10,0.05,2071.71,5,162,461601.95,3,4,4,344,11,Potential Loyalists
Wholesale,2019-11-30,27,7,182,14,0.15,217.08,3,153,414155.93,5,2,3,523,10,Potential Loyalists
In-Store,2019-11-30,11,32,222,3,0.4,862.96,2,173,435206.07,5,5,3,553,13,Potential Loyalists
Distributor,2019-11-30,25,32,113,7,0.05,722.26,2,173,435206.07,5,5,3,553,13,Potential Loyalists
In-Store,2019-12-01,11,2,198,20,0.075,2963.95,9,135,327409.14,2,1,1,211,4,Need Attention
In-Store,2019-12-01,8,43,190,2,0.2,290.24,5,151,372471.34,3,2,2,322,7,At Risk Customer
Wholesale,2019-12-01,27,38,189,44,0.2,-350.81,8,150,350687.63,2,1,1,211,4,Need Attention
Distributor,2019-12-01,23,33,336,23,0.075,1626.22,4,156,495444.29,4,2,5,425,11,Champions
Online,2019-12-01,19,6,355,39,0.075,1545.56,4,143,392141.08,4,1,2,412,7,Potential Loyalists
In-Store,2019-12-01,12,21,270,38,0.05,466.32,3,164,479383.05,5,4,5,545,14,Champions
In-Store,2019-12-01,1,44,213,3,0.075,397.18,3,156,348209.08,5,2,1,521,8,Checker
Online,2019-12-01,14,3,291,8,0.05,6650.69,10,181,466220.17,2,5,4,254,11,Cant Lose Group
In-Store,2019-12-01,9,43,133,44,0.15,4219.39,5,151,372471.34,3,2,2,322,7,At Risk Customer
Online,2019-12-02,15,26,260,13,0.05,2130.6,11,153,375766.72,1,2,2,122,5,Need Attention
Online,2019-12-02,18,38,169,18,0.05,298.75,8,150,350687.63,2,1,1,211,4,Need Attention
Wholesale,2019-12-02,27,5,8,7,0.1,1069.32,30,159,445632.75,1,3,4,134,8,Need Attention
In-Store,2019-12-02,10,42,112,19,0.2,939.88,2,161,427159.63,5,3,3,533,11,Potential Loyalists
Online,2019-12-02,15,30,87,44,0.4,747.18,4,159,442372.43,4,3,4,434,11,Potential Loyalists
Distributor,2019-12-02,21,45,17,29,0.075,7646.31,5,156,407145.0,3,2,3,323,8,At Risk Customer
Online,2019-12-02,19,47,2,3,0.05,4963.9,8,168,442845.83999999997,2,4,4,244,10,Cant Lose Group
In-Store,2019-12-02,11,43,145,40,0.1,2814.0,5,151,372471.34,3,2,2,322,7,At Risk Customer
In-Store,2019-12-03,6,9,35,4,0.15,345.72,8,171,500166.4,2,4,5,245,11,Cant Lose Group
In-Store,2019-12-03,10,23,122,42,0.05,4510.44,12,164,449782.3,1,4,4,144,9,Cant Lose Group
Wholesale,2019-12-03,25,29,296,23,0.075,2416.56,2,179,531770.74,5,5,5,555,15,Champions
Online,2019-12-03,17,11,95,11,0.4,51.19,6,178,487614.24,3,5,5,355,13,Champions
Wholesale,2019-12-03,28,25,355,14,0.4,-278.18,5,162,461601.95,3,4,4,344,11,Potential Loyalists
Wholesale,2019-12-03,28,30,212,21,0.075,389.44,4,159,442372.43,4,3,4,434,11,Potential Loyalists
Online,2019-12-03,13,5,265,19,0.4,-1118.1,30,159,445632.75,1,3,4,134,8,Need Attention
Distributor,2019-12-03,21,1,298,5,0.3,-1402.31,9,152,335933.63,2,2,1,221,5,Need Attention
In-Store,2019-12-04,12,13,243,6,0.05,631.14,4,171,441003.32,4,4,3,443,11,At Risk Customer
In-Store,2019-12-04,11,1,250,38,0.05,1223.35,9,152,335933.63,2,2,1,221,5,Need Attention
Online,2019-12-04,13,3,41,46,0.4,590.94,10,181,466220.17,2,5,4,254,11,Cant Lose Group
Online,2019-12-04,13,43,289,24,0.075,9742.87,5,151,372471.34,3,2,2,322,7,At Risk Customer
In-Store,2019-12-04,12,38,201,40,0.2,911.74,8,150,350687.63,2,1,1,211,4,Need Attention
In-Store,2019-12-04,12,30,305,8,0.1,763.8,4,159,442372.43,4,3,4,434,11,Potential Loyalists
Online,2019-12-04,16,13,176,29,0.1,411.25,4,171,441003.32,4,4,3,443,11,At Risk Customer
Distributor,2019-12-04,23,35,179,36,0.05,1177.59,10,145,345844.59,2,1,1,211,4,Need Attention
In-Store,2019-12-05,12,11,103,34,0.15,32.7,6,178,487614.24,3,5,5,355,13,Champions
In-Store,2019-12-05,9,28,142,37,0.15,1485.79,8,145,348495.46,2,1,1,211,4,Need Attention
In-Store,2019-12-05,10,32,293,10,0.15,3365.08,2,173,435206.07,5,5,3,553,13,Potential Loyalists
In-Store,2019-12-05,9,50,297,38,0.05,2765.76,16,163,498385.06,1,4,5,145,10,Cant Lose Group
Wholesale,2019-12-05,26,15,270,16,0.05,18141.86,4,142,441668.35,4,1,4,414,9,Potential Loyalists
In-Store,2019-12-05,6,33,12,47,0.075,5075.28,4,156,495444.29,4,2,5,425,11,Champions
Distributor,2019-12-05,23,26,33,31,0.075,81.47,11,153,375766.72,1,2,2,122,5,Need Attention
Distributor,2019-12-06,21,5,183,25,0.2,12124.32,30,159,445632.75,1,3,4,134,8,Need Attention
In-Store,2019-12-06,7,1,80,12,0.05,385.92,9,152,335933.63,2,2,1,221,5,Need Attention
Online,2019-12-06,19,34,58,9,0.1,362.34,15,176,496418.7,1,5,5,155,11,Cant Lose Group
Online,2019-12-06,15,2,91,27,0.05,1257.72,9,135,327409.14,2,1,1,211,4,Need Attention
Online,2019-12-06,19,44,252,28,0.05,3389.93,3,156,348209.08,5,2,1,521,8,Checker
Online,2019-12-06,15,39,339,42,0.3,629.53,4,176,471608.09,4,5,4,454,13,Potential Loyalists
Distributor,2019-12-06,22,14,182,7,0.1,17728.2,5,157,381450.02,3,3,2,332,8,At Risk Customer
Online,2019-12-06,15,44,45,19,0.05,427.12,3,156,348209.08,5,2,1,521,8,Checker
Wholesale,2019-12-06,27,34,232,13,0.05,745.31,15,176,496418.7,1,5,5,155,11,Cant Lose Group
In-Store,2019-12-07,2,34,230,31,0.05,6434.68,15,176,496418.7,1,5,5,155,11,Cant Lose Group
In-Store,2019-12-07,8,47,10,31,0.15,1164.19,8,168,442845.83999999997,2,4,4,244,10,Cant Lose Group
Distributor,2019-12-07,24,9,312,28,0.075,985.8,8,171,500166.4,2,4,5,245,11,Cant Lose Group
Online,2019-12-07,16,19,274,34,0.075,446.82,3,165,443231.83,5,4,4,544,13,Potential Loyalists
Distributor,2019-12-07,20,7,238,19,0.075,11246.62,3,153,414155.93,5,2,3,523,10,Potential Loyalists
In-Store,2019-12-07,3,10,39,15,0.1,3473.28,15,158,435122.22000000003,1,3,3,133,7,Need Attention
In-Store,2019-12-07,4,37,154,9,0.1,3849.55,11,152,425241.12,1,2,3,123,6,Need Attention
Online,2019-12-08,19,41,318,21,0.075,5363.68,2,161,403693.28,5,3,2,532,10,Potential Loyalists
Distributor,2019-12-08,23,34,19,46,0.15,707.79,15,176,496418.7,1,5,5,155,11,Cant Lose Group
Wholesale,2019-12-08,28,15,316,29,0.15,862.29,4,142,441668.35,4,1,4,414,9,Potential Loyalists
Online,2019-12-08,14,27,189,25,0.3,-1093.44,3,144,336959.79,5,1,1,511,7,Checker
Wholesale,2019-12-09,27,21,278,45,0.15,2767.77,3,164,479383.05,5,4,5,545,14,Champions
Wholesale,2019-12-09,27,3,35,7,0.05,9431.46,10,181,466220.17,2,5,4,254,11,Cant Lose Group
In-Store,2019-12-09,12,40,304,13,0.2,353.76,9,150,406016.91,2,1,2,212,5,Need Attention
Online,2019-12-09,19,19,214,14,0.15,4972.34,3,165,443231.83,5,4,4,544,13,Potential Loyalists
In-Store,2019-12-09,9,7,327,34,0.05,3061.63,3,153,414155.93,5,2,3,523,10,Potential Loyalists
Online,2019-12-09,16,27,342,37,0.05,1360.1,3,144,336959.79,5,1,1,511,7,Checker
Wholesale,2019-12-09,26,36,312,36,0.075,5839.05,4,156,441225.98,4,2,3,423,9,At Risk Customer
Online,2019-12-09,12,41,61,38,0.05,7969.25,2,161,403693.28,5,3,2,532,10,Potential Loyalists
Online,2019-12-10,13,26,165,20,0.15,3165.75,11,153,375766.72,1,2,2,122,5,Need Attention
In-Store,2019-12-10,5,25,212,10,0.15,241.2,5,162,461601.95,3,4,4,344,11,Potential Loyalists
Online,2019-12-10,13,35,75,11,0.05,389.54,10,145,345844.59,2,1,1,211,4,Need Attention
In-Store,2019-12-10,6,23,177,23,0.075,6619.6,12,164,449782.3,1,4,4,144,9,Cant Lose Group
In-Store,2019-12-10,4,8,220,17,0.1,1996.53,5,142,338000.04,3,1,1,311,5,Checker
In-Store,2019-12-10,6,14,34,38,0.3,499.28,5,157,381450.02,3,3,2,332,8,At Risk Customer
In-Store,2019-12-11,4,29,5,25,0.4,43.42,2,179,531770.74,5,5,5,555,15,Champions
Wholesale,2019-12-11,28,15,90,30,0.1,626.05,4,142,441668.35,4,1,4,414,9,Potential Loyalists
Online,2019-12-11,15,14,1,7,0.05,376.88,5,157,381450.02,3,3,2,332,8,At Risk Customer
In-Store,2019-12-11,4,11,20,46,0.075,6105.04,6,178,487614.24,3,5,5,355,13,Champions
In-Store,2019-12-11,6,10,316,23,0.05,2569.18,15,158,435122.22000000003,1,3,3,133,7,Need Attention
In-Store,2019-12-11,12,27,276,21,0.1,73.16,3,144,336959.79,5,1,1,511,7,Checker
Online,2019-12-11,19,34,215,36,0.05,3396.1,15,176,496418.7,1,5,5,155,11,Cant Lose Group
Online,2019-12-11,19,49,91,13,0.075,699.48,7,152,354161.33,2,2,1,221,5,Need Attention
In-Store,2019-12-11,4,14,257,29,0.075,3299.92,5,157,381450.02,3,3,2,332,8,At Risk Customer
In-Store,2019-12-12,8,21,75,15,0.075,1261.17,3,164,479383.05,5,4,5,545,14,Champions
In-Store,2019-12-12,9,42,202,27,0.3,56.28,2,161,427159.63,5,3,3,533,11,Potential Loyalists
In-Store,2019-12-12,6,9,231,34,0.075,467.93,8,171,500166.4,2,4,5,245,11,Cant Lose Group
In-Store,2019-12-12,7,41,364,39,0.075,745.71,2,161,403693.28,5,3,2,532,10,Potential Loyalists
In-Store,2019-12-12,2,28,108,15,0.075,2967.16,8,145,348495.46,2,1,1,211,4,Need Attention
In-Store,2019-12-12,4,17,237,46,0.05,994.68,6,175,534027.38,3,5,5,355,13,Champions
Distributor,2019-12-12,20,9,188,25,0.075,7362.13,8,171,500166.4,2,4,5,245,11,Cant Lose Group
In-Store,2019-12-12,6,29,33,26,0.4,5022.99,2,179,531770.74,5,5,5,555,15,Champions
Distributor,2019-12-12,23,14,7,45,0.075,1733.62,5,157,381450.02,3,3,2,332,8,At Risk Customer
Distributor,2019-12-13,24,23,249,47,0.2,13944.78,12,164,449782.3,1,4,4,144,9,Cant Lose Group
Online,2019-12-13,18,9,14,46,0.05,6678.56,8,171,500166.4,2,4,5,245,11,Cant Lose Group
In-Store,2019-12-13,8,39,323,2,0.1,1543.68,4,176,471608.09,4,5,4,454,13,Potential Loyalists
Online,2019-12-13,12,20,284,11,0.1,13170.93,9,167,439147.97,2,4,3,243,9,Cant Lose Group
In-Store,2019-12-13,2,6,103,10,0.15,6730.15,4,143,392141.08,4,1,2,412,7,Potential Loyalists
In-Store,2019-12-13,8,24,322,24,0.4,617.47,23,151,352505.54,1,2,1,121,4,Need Attention
In-Store,2019-12-13,4,12,250,1,0.075,1510.18,3,210,616719.31,5,5,5,555,15,Champions
Distributor,2019-12-14,25,6,247,38,0.1,4467.69,4,143,392141.08,4,1,2,412,7,Potential Loyalists
Distributor,2019-12-14,21,49,340,5,0.15,3306.05,7,152,354161.33,2,2,1,221,5,Need Attention
In-Store,2019-12-14,4,10,62,7,0.15,66.13,15,158,435122.22000000003,1,3,3,133,7,Need Attention
Online,2019-12-14,19,26,138,20,0.15,237.98,11,153,375766.72,1,2,2,122,5,Need Attention
Wholesale,2019-12-14,27,13,46,33,0.1,1736.64,4,171,441003.32,4,4,3,443,11,At Risk Customer
Distributor,2019-12-14,20,41,71,15,0.075,573.19,2,161,403693.28,5,3,2,532,10,Potential Loyalists
Wholesale,2019-12-14,27,48,270,9,0.05,346.86,10,172,424970.73,2,5,3,253,10,Cant Lose Group
Online,2019-12-15,14,25,297,27,0.1,555.3,5,162,461601.95,3,4,4,344,11,Potential Loyalists
In-Store,2019-12-15,4,38,246,40,0.05,2199.74,8,150,350687.63,2,1,1,211,4,Need Attention
Online,2019-12-15,18,14,105,24,0.05,1284.79,5,157,381450.02,3,3,2,332,8,At Risk Customer
In-Store,2019-12-15,11,3,197,46,0.05,7538.5,10,181,466220.17,2,5,4,254,11,Cant Lose Group
Wholesale,2019-12-15,27,7,154,16,0.075,553.86,3,153,414155.93,5,2,3,523,10,Potential Loyalists
Online,2019-12-15,18,14,17,12,0.15,246.02,5,157,381450.02,3,3,2,332,8,At Risk Customer
Online,2019-12-15,20,29,290,11,0.1,7499.71,2,179,531770.74,5,5,5,555,15,Champions
Online,2019-12-15,16,37,135,8,0.3,1768.8,11,152,425241.12,1,2,3,123,6,Need Attention
In-Store,2019-12-15,9,25,50,45,0.1,2887.16,5,162,461601.95,3,4,4,344,11,Potential Loyalists
Wholesale,2019-12-15,27,12,193,11,0.15,0.0,3,210,616719.31,5,5,5,555,15,Champions
Online,2019-12-15,17,43,258,8,0.075,1141.88,5,151,372471.34,3,2,2,322,7,At Risk Customer
Online,2019-12-16,14,40,297,47,0.1,443.81,9,150,406016.91,2,1,2,212,5,Need Attention
In-Store,2019-12-16,8,50,190,30,0.075,2515.01,16,163,498385.06,1,4,5,145,10,Cant Lose Group
Online,2019-12-16,14,48,183,40,0.2,3337.81,10,172,424970.73,2,5,3,253,10,Cant Lose Group
In-Store,2019-12-16,9,18,251,28,0.075,1557.15,6,186,451637.75,3,5,4,354,12,Potential Loyalists
Online,2019-12-16,20,22,162,4,0.075,423.44,4,140,401721.77,4,1,2,412,7,Potential Loyalists
Online,2019-12-16,15,44,54,35,0.075,5346.6,3,156,348209.08,5,2,1,521,8,Checker
In-Store,2019-12-16,6,10,102,39,0.15,0.0,15,158,435122.22000000003,1,3,3,133,7,Need Attention
Distributor,2019-12-16,22,13,213,47,0.1,1790.64,4,171,441003.32,4,4,3,443,11,At Risk Customer
Online,2019-12-16,14,13,106,5,0.05,1269.11,4,171,441003.32,4,4,3,443,11,At Risk Customer
Distributor,2019-12-16,25,5,98,7,0.05,3039.12,30,159,445632.75,1,3,4,134,8,Need Attention
In-Store,2019-12-17,5,36,77,20,0.15,2558.73,4,156,441225.98,4,2,3,423,9,At Risk Customer
In-Store,2019-12-17,5,21,68,7,0.05,2412.0,3,164,479383.05,5,4,5,545,14,Champions
In-Store,2019-12-17,1,35,191,7,0.1,1466.5,10,145,345844.59,2,1,1,211,4,Need Attention
In-Store,2019-12-17,11,10,244,34,0.05,1263.62,15,158,435122.22000000003,1,3,3,133,7,Need Attention
Online,2019-12-17,14,21,358,35,0.1,907.51,3,164,479383.05,5,4,5,545,14,Champions
Distributor,2019-12-17,25,31,97,11,0.075,15251.21,4,152,398616.83,4,2,2,422,8,At Risk Customer
Wholesale,2019-12-17,27,26,153,47,0.4,1543.68,11,153,375766.72,1,2,2,122,5,Need Attention
Distributor,2019-12-17,21,34,304,12,0.075,4108.44,15,176,496418.7,1,5,5,155,11,Cant Lose Group
In-Store,2019-12-17,11,18,65,15,0.075,224.05,6,186,451637.75,3,5,4,354,12,Potential Loyalists
Online,2019-12-17,17,45,298,14,0.075,706.31,5,156,407145.0,3,2,3,323,8,At Risk Customer
In-Store,2019-12-18,1,35,204,34,0.2,242.54,10,145,345844.59,2,1,1,211,4,Need Attention
In-Store,2019-12-18,3,23,120,22,0.075,2193.04,12,164,449782.3,1,4,4,144,9,Cant Lose Group
Distributor,2019-12-18,21,17,66,35,0.075,1631.72,6,175,534027.38,3,5,5,355,13,Champions
Online,2019-12-18,16,9,207,1,0.075,1264.29,8,171,500166.4,2,4,5,245,11,Cant Lose Group
In-Store,2019-12-18,9,22,103,33,0.15,65.12,4,140,401721.77,4,1,2,412,7,Potential Loyalists
Wholesale,2019-12-18,26,34,167,17,0.05,2338.64,15,176,496418.7,1,5,5,155,11,Cant Lose Group
Online,2019-12-19,12,27,60,40,0.05,4559.75,3,144,336959.79,5,1,1,511,7,Checker
In-Store,2019-12-19,6,11,286,28,0.05,3494.72,6,178,487614.24,3,5,5,355,13,Champions
In-Store,2019-12-19,9,30,143,30,0.2,427.73,4,159,442372.43,4,3,4,434,11,Potential Loyalists
In-Store,2019-12-19,7,34,42,38,0.05,2161.15,15,176,496418.7,1,5,5,155,11,Cant Lose Group
Online,2019-12-19,19,26,173,39,0.4,-325.49,11,153,375766.72,1,2,2,122,5,Need Attention
Wholesale,2019-12-19,28,35,87,44,0.2,1578.25,10,145,345844.59,2,1,1,211,4,Need Attention
Online,2019-12-19,16,7,37,4,0.2,56.28,3,153,414155.93,5,2,3,523,10,Potential Loyalists
In-Store,2019-12-19,3,13,355,18,0.05,1995.6,4,171,441003.32,4,4,3,443,11,At Risk Customer
